-4.933452168746286, -95.65857960166909
-4.799168152109328, -86.75716221447937
-4.616925558102029, -78.04907378078116
-4.405907817672523, -71.02294724245951
-4.194890077243018, -64.39452597989188
-3.983872336813513, -57.534109973134434
-3.7728545963840077, -50.11027815905871
-3.5618368559545024, -42.65330423867013
-3.3508191155249976, -34.964335574091706
-3.1398013750954923, -28.26963009889846
-2.928783634665987, -22.602329919403132
-2.717765894236482, -17.763582397728783
-2.506748153806977, -13.786529640188235
-2.2957304133774716, -10.770597965719986
-2.0847126729479664, -8.417508417508486
-1.873694932518461, -6.362697826112537
-1.6626771920889567, -4.44045565996791
-1.4516594516594514, -2.78335034432601
-1.2406417112299462, -1.3913818791868096
-1.0296239708004409, -0.3639765834888351
-0.8353917324505558, 0.6468576590527277
0.10219845513963222, -0.6291134339915345
0.3132161955691375, -0.6291134339915345
0.5242339359986428, -0.6291134339915345
0.7333333333333334, 0.3552071234997527
0.9462694168576524, 1.2599866258402415
1.1592055003819723, 1.3030713640469287
1.368304897716663, 2.1879656025996894
1.5793226381461674, 3.7787867056159143
1.7903403785756735, 5.833597297011892
2.001358119005178, 8.484965802038914
2.212375859434684, 11.46775537019434
2.4233935998641885, 14.583113363601115
2.6344113402936946, 17.930466101197766
2.845429080723199, 21.907518858738314
3.0564468211527034, 26.646840061474137
3.2674645615822095, 32.148429709405264
3.478482302011714, 38.246577270967435
3.68950004244122, 44.94128274616074
3.9005177828707245, 51.66913032766685
4.111535523300229, 58.662114759675674
4.322553263729735, 65.9202360421872
4.514387573211104, 73.25568890609536
4.658263305322129, 80.72923387964032
4.763772175536881, 88.47012517744218
4.859689330277566, 96.78216544070196
4.946014769544182, 105.82333204284417
